757210:0.26526597 -0.7776757 0.5444573 -0.7133809 0.12172651 0.21895346 0.53610444 0.4157826 0.651132 -0.008057527
10150:-0.15023674 -0.83505183 1.5940348 -0.06964142 -0.29129407 -0.004764276 -1.0311311 1.5100566 -0.13207276 0.35831007
3540:1.5264387 0.85641325 0.975108 -0.7345519 0.25749674 -2.214919 -0.88166696 1.3125819 -0.6775484 -0.43416432
6030:0.5824206 -0.18771665 -0.17274301 0.3008924 -0.19582185 0.54753816 -0.51144755 -0.39211205 -0.124654554 0.23224904
2400:-0.46510747 -0.2924379 -0.30285773 0.4462311 -1.3509533 -0.3266544 -0.21133028 -1.503435 0.9929354 0.10539609
223830:2.9264748 -0.20847933 -0.11935196 0.0080841575 0.4453058 -0.977049 -0.5274472 -2.4838893 -2.104454 1.1903895
1174180:-0.8014705 0.6565367 -1.1480414 -0.16281527 1.4717957 -0.9896565 -0.9232518 1.4054054 -0.7011119 -0.60282665
504230:0.914328 0.5150401 -0.44558606 0.5426477 -0.39807037 -0.8067787 0.6198987 -0.35177702 1.043067 -0.11894168
1123050:0.17330986 -1.675259 0.6237563 0.6794203 -0.4431065 0.19625789 -0.31908423 0.64648485 0.06306963 0.5887761
1824220:-0.85295457 -0.11709265 0.5508229 0.095710285 0.25844336 -0.96722114 -1.483101 -0.40194008 0.011602729 0.38551775
200710:0.31345865 -1.6428167 0.13102764 -0.1067949 -0.1171452 -0.7906454 -1.4300215 0.37221497 0.59239525 -0.7830147
22380:-0.2953622 -0.8164888 -0.30978385 -0.15161012 0.85401344 -0.6080668 -0.35936743 0.11273406 0.27588755 0.33613434
2113850:-0.061302498 1.2143452 -1.1937358 0.43017593 0.0007987401 0.3666077 0.93436956 0.7727756 0.052093092 -0.38193193
523780:-1.3913342 -0.5193052 0.8290382 0.38924238 -0.81820655 -0.9850077 0.73938686 0.7995229 -0.28873792 -0.89970374
449610:1.6708735 -0.31168458 -0.19160038 -1.0034231 0.589855 -1.509422 0.25069922 0.5598875 -1.0001116 0.4289673
24800:-1.326729 -1.5198605 -2.073617 -0.5812431 0.37799776 -0.21691392 1.688474 -2.8413973 0.7946958 1.4341309
403640:1.6197892 -0.06221599 -0.55589 -1.0715677 -0.17242493 -0.53251535 0.018359901 -0.41465715 0.75795096 0.26670378
227580:1.1700404 -0.11242191 3.752135 -1.0272695 0.6792135 -0.05175571 0.0346407 -1.4322432 1.7348485 0.876884
714120:0.83236766 0.39149725 -0.6490258 0.3465648 0.21579568 0.49606442 -0.14541358 0.073322654 -0.119920276 0.0976742
248820:0.030898405 -0.19945411 -0.60325795 0.6786084 -0.33560514 0.4218409 -1.2595106 -0.30131873 0.6063717 0.41587958
1244460:0.24381724 0.29253516 0.51164496 -0.7445094 1.8153932 1.0085833 0.8193531 0.30602902 -0.14076328 0.1240745
466630:0.30777535 0.6745539 -0.0693229 -0.94729567 0.24822502 -0.250449 -0.031082185 -0.05406156 -0.28543454 -0.14361952
244730:-0.7224019 0.8685307 -0.46126556 -2.0105546 -1.5367525 -0.6450164 -0.1648302 0.011279565 0.9662265 -1.8751049
583470:-0.98827934 -0.6034541 -0.7552879 0.17660037 0.0011286834 0.051070448 0.62861854 0.40642565 0.2948755 -0.493774
17440:0.39949167 -0.01568388 0.6005958 -0.7410952 2.9479868 1.879348 1.0756859 0.30170304 0.07194441 -0.5110491
394970:0.3975689 -2.097402 -0.15476401 0.20559984 0.8170513 0.04603164 1.1049483 -0.36130914 0.07637547 -1.5445845
255300:0.93505126 -0.088877514 -0.42494997 -0.44052103 -0.24353485 0.7325771 0.399629 -0.05936458 0.490844 -0.483523
1225570:-0.018794307 0.7027568 -1.4388133 0.6067824 -1.6779675 -1.5673717 -1.7023478 -2.2271404 1.0113854 -1.3828143
2510710:-0.43421015 -0.26208848 -0.24196628 -0.09012113 0.7611254 0.057559613 -0.9763708 0.8295097 0.2147209 -0.5703023
15280:-0.0045175087 -0.13848382 -0.26779217 0.21576704 0.47139812 -0.20732509 0.2529303 -0.05122908 -1.0483649 0.4420028
108710:-0.65673435 0.6529453 0.38476866 -2.2086284 -1.8432413 -1.1597953 1.1053607 -0.5707852 1.0035002 -0.85624945
813630:0.15315717 0.5286846 1.2147039 -0.5619776 -0.8980421 -1.4912912 -0.09648459 -1.4091626 0.524585 0.025164517
17470:-1.8319384 -0.9429638 -2.5194952 -0.06893896 0.720569 -0.25280052 0.93661606 -1.2581807 -0.05372161 0.08720585
293260:2.6695423 -0.6347961 2.465439 -0.24667016 -0.2795583 0.062482886 0.13637018 -0.17439266 -0.41127327 -1.507795
241930:-0.7815648 -1.6014498 0.8823274 0.32430592 0.95351046 0.6122284 -0.3570572 0.4384085 0.1351074 0.3073095
218680:0.26110512 -1.4755677 1.5458182 -0.41487247 0.0059027723 -0.45602742 -1.7409106 0.8503017 0.76597285 -0.47901544
